Index,col,row,lat,lon,suitable_area(m2),Average_CF,Annual potential (GWh),provin
36,435,922,18.5,107.8125,0.0,0.368,0.0,Hainan_off
37,435,923,18.5,108.125,0.0,0.36,0.0,Hainan_off
38,435,924,18.5,108.4375,480000000.0,0.32,7211.25,Hainan_off
39,435,925,18.5,108.75,510000000.0,0.203,4881.85,Hainan
40,435,926,18.5,109.0625,26000000.0,0.096,117.98,Hainan
41,435,928,18.5,109.6875,19000000.0,0.075,66.87,Hainan
42,435,929,18.5,110.0,230000000.0,0.152,1656.17,Hainan
43,435,930,18.5,110.3125,900000000.0,0.287,12077.12,Hainan_off
44,435,931,18.5,110.625,740000000.0,0.338,11698.87,Hainan_off
45,435,932,18.5,110.9375,62000000.0,0.355,1035.22,Hainan_off
46,435,933,18.5,111.25,0.0,0.365,0.0,Hainan_off
47,436,922,18.75,107.8125,0.0,0.391,0.0,Hainan_off
48,436,923,18.75,108.125,0.0,0.396,0.0,Hainan_off
49,436,924,18.75,108.4375,420000000.0,0.368,7193.22,Hainan_off
50,436,925,18.75,108.75,230000000.0,0.198,2154.42,Hainan
51,436,930,18.75,110.3125,170000000.0,0.205,1631.05,Hainan
52,436,931,18.75,110.625,880000000.0,0.325,13443.31,Hainan_off
53,436,932,18.75,110.9375,670000000.0,0.356,11160.36,Hainan_off
54,436,933,18.75,111.25,3000000.0,0.366,51.59,Hainan_off
55,437,922,19.0,107.8125,0.0,0.407,0.0,Hainan_off
56,437,923,19.0,108.125,0.0,0.423,0.0,Hainan_off
57,437,924,19.0,108.4375,290000000.0,0.407,5486.94,Hainan_off
58,437,925,19.0,108.75,140000000.0,0.256,1634.45,Hainan
59,437,930,19.0,110.3125,0.0,0.132,0.0,Hainan
60,437,931,19.0,110.625,730000000.0,0.221,7573.23,Hainan_off
61,437,932,19.0,110.9375,910000000.0,0.349,14939.03,Hainan_off
62,437,933,19.0,111.25,83000000.0,0.368,1437.38,Hainan_off
63,437,934,19.0,111.5625,0.0,0.376,0.0,Hainan_off
64,438,922,19.25,107.8125,0.0,0.411,0.0,Hainan_off
65,438,923,19.25,108.125,0.0,0.425,0.0,Hainan_off
66,438,924,19.25,108.4375,120000000.0,0.421,2276.34,Hainan_off
67,438,925,19.25,108.75,190000000.0,0.31,2723.3,Hainan
68,438,931,19.25,110.625,470000000.0,0.172,3768.57,Hainan_off
68,438,931,19.25,110.625,470000000.0,0.172,3768.57,Hainan
69,438,932,19.25,110.9375,910000000.0,0.319,13683.37,Hainan_off
70,438,933,19.25,111.25,530000000.0,0.374,9331.82,Hainan_off
71,438,934,19.25,111.5625,0.0,0.378,0.0,Hainan_off
72,438,935,19.25,111.875,0.0,0.381,0.0,Hainan_off
73,439,922,19.5,107.8125,0.0,0.403,0.0,Hainan_off
74,439,923,19.5,108.125,0.0,0.409,0.0,Hainan_off
75,439,924,19.5,108.4375,0.0,0.405,0.0,Hainan_off
76,439,925,19.5,108.75,540000000.0,0.336,8566.77,Hainan_off
77,439,926,19.5,109.0625,140000000.0,0.172,1130.44,Hainan
78,439,931,19.5,110.625,65000000.0,0.163,498.45,Hainan
79,439,932,19.5,110.9375,760000000.0,0.29,10289.2,Hainan_off
80,439,933,19.5,111.25,260000000.0,0.389,4756.87,Hainan_off
81,439,934,19.5,111.5625,0.0,0.38,0.0,Hainan_off
82,439,935,19.5,111.875,0.0,0.383,0.0,Hainan_off
83,440,922,19.75,107.8125,0.0,0.389,0.0,Hainan_off
84,440,923,19.75,108.125,0.0,0.39,0.0,Hainan_off
85,440,924,19.75,108.4375,0.0,0.381,0.0,Hainan_off
86,440,925,19.75,108.75,110000000.0,0.346,1790.95,Hainan_off
87,440,926,19.75,109.0625,690000000.0,0.259,8387.12,Hainan_off
88,440,927,19.75,109.375,100000000.0,0.177,856.87,Hainan
89,440,928,19.75,109.6875,10000000.0,0.148,69.74,Hainan
90,440,931,19.75,110.625,0.0,0.223,0.0,Hainan
91,440,932,19.75,110.9375,250000000.0,0.336,3986.89,Hainan
92,440,933,19.75,111.25,760000000.0,0.391,14060.44,Hainan_off
93,440,934,19.75,111.5625,68000000.0,0.386,1232.88,Hainan_off
94,440,935,19.75,111.875,0.0,0.384,0.0,Hainan_off
95,441,923,20.0,108.125,0.0,0.372,0.0,Hainan_off
96,441,924,20.0,108.4375,0.0,0.356,0.0,Hainan_off
97,441,925,20.0,108.75,0.0,0.328,0.0,Hainan_off
98,441,926,20.0,109.0625,77000000.0,0.29,1051.97,Hainan_off
99,441,927,20.0,109.375,630000000.0,0.245,7246.81,Hainan_off
100,441,928,20.0,109.6875,540000000.0,0.223,5630.46,Hainan
101,441,929,20.0,110.0,570000000.0,0.199,5323.88,Hainan_off
102,441,930,20.0,110.3125,280000000.0,0.231,3025.96,Hainan
103,441,931,20.0,110.625,290000000.0,0.291,4002.69,Hainan
104,441,932,20.0,110.9375,640000000.0,0.368,11089.33,Hainan_off
105,441,933,20.0,111.25,900000000.0,0.399,16852.7,Hainan_off
106,441,934,20.0,111.5625,480000000.0,0.388,8700.17,Hainan_off
107,441,935,20.0,111.875,0.0,0.383,0.0,Hainan_off
108,442,924,20.25,108.4375,0.0,0.334,0.0,Hainan_off
109,442,925,20.25,108.75,0.0,0.31,0.0,Hainan_off
110,442,926,20.25,109.0625,0.0,0.284,0.0,Hainan_off
111,442,927,20.25,109.375,21000000.0,0.258,255.23,Hainan_off
112,442,928,20.25,109.6875,740000000.0,0.25,8660.18,Guangdong_off
113,442,929,20.25,110.0,600000000.0,0.264,7431.49,Guangdong_off
114,442,930,20.25,110.3125,540000000.0,0.281,7154.15,Guangdong_off
115,442,931,20.25,110.625,890000000.0,0.318,13295.69,Hainan_off
116,442,932,20.25,110.9375,900000000.0,0.371,15739.18,Hainan_off
117,442,933,20.25,111.25,910000000.0,0.392,16685.66,Hainan_off
118,442,934,20.25,111.5625,570000000.0,0.386,10279.66,Hainan_off
119,443,925,20.5,108.75,0.0,0.294,0.0,Hainan_off
120,443,926,20.5,109.0625,0.0,0.274,0.0,Guangdong_off
121,443,927,20.5,109.375,0.0,0.255,0.0,Guangdong_off
122,443,928,20.5,109.6875,540000000.0,0.252,6382.44,Guangdong_off
123,443,929,20.5,110.0,140000000.0,0.289,1945.59,Guangdong
124,443,930,20.5,110.3125,33000000.0,0.317,492.26,Guangdong
125,443,931,20.5,110.625,810000000.0,0.324,12345.42,Guangdong_off
126,443,932,20.5,110.9375,900000000.0,0.364,15440.13,Guangdong_off
127,443,933,20.5,111.25,890000000.0,0.381,15904.24,Guangdong_off
128,443,934,20.5,111.5625,250000000.0,0.379,4457.65,Hainan_off
133,444,925,20.75,108.75,0.0,0.283,0.0,Guangxi_off
134,444,926,20.75,109.0625,61000000.0,0.265,759.86,Guangdong_off
135,444,927,20.75,109.375,400000000.0,0.249,4667.15,Guangdong_off
136,444,928,20.75,109.6875,610000000.0,0.254,7281.89,Guangdong_off
137,444,929,20.75,110.0,8000000.0,0.278,104.42,Guangdong
138,444,930,20.75,110.3125,400000000.0,0.29,5406.26,Guangdong
139,444,931,20.75,110.625,900000000.0,0.313,13158.73,Guangdong_off
140,444,932,20.75,110.9375,900000000.0,0.347,14697.29,Guangdong_off
141,444,933,20.75,111.25,810000000.0,0.367,13966.75,Guangdong_off
142,444,934,20.75,111.5625,460000000.0,0.37,8084.07,Guangdong_off
143,444,935,20.75,111.875,240000000.0,0.372,4125.39,Guangdong_off
144,444,936,20.75,112.1875,220000000.0,0.369,3850.69,Guangdong_off
145,444,937,20.75,112.5,29000000.0,0.366,499.39,Guangdong_off
149,445,924,21.0,108.4375,160000000.0,0.296,2197.04,Guangxi_off
150,445,925,21.0,108.75,19000000.0,0.277,247.37,Guangxi_off
151,445,926,21.0,109.0625,710000000.0,0.263,8779.15,Guangxi_off
152,445,927,21.0,109.375,900000000.0,0.243,10265.32,Guangdong_off
154,445,929,21.0,110.0,9000000.0,0.259,109.63,Guangdong
155,445,930,21.0,110.3125,590000000.0,0.254,7071.07,Guangdong
156,445,931,21.0,110.625,740000000.0,0.282,9790.93,Guangdong_off
157,445,932,21.0,110.9375,900000000.0,0.32,13527.13,Guangdong_off
158,445,933,21.0,111.25,900000000.0,0.348,14749.23,Guangdong_off
159,445,934,21.0,111.5625,900000000.0,0.359,15171.33,Guangdong_off
160,445,935,21.0,111.875,900000000.0,0.365,15466.93,Guangdong_off
161,445,936,21.0,112.1875,900000000.0,0.362,15318.77,Guangdong_off
162,445,937,21.0,112.5,810000000.0,0.359,13630.32,Guangdong_off
163,445,938,21.0,112.8125,240000000.0,0.358,4112.92,Guangdong_off
164,445,939,21.0,113.125,0.0,0.356,0.0,Guangdong_off
168,446,924,21.25,108.4375,830000000.0,0.294,11499.51,Guangxi_off
169,446,925,21.25,108.75,720000000.0,0.274,9312.81,Guangxi_off
170,446,926,21.25,109.0625,900000000.0,0.262,11038.74,Guangxi_off
171,446,927,21.25,109.375,900000000.0,0.237,10025.24,Guangxi_off
172,446,928,21.25,109.6875,670000000.0,0.238,7445.5,Guangdong_off
173,446,929,21.25,110.0,24000000.0,0.24,270.6,Guangdong
174,446,930,21.25,110.3125,120000000.0,0.238,1341.06,Guangdong
175,446,931,21.25,110.625,430000000.0,0.245,4966.65,Guangdong
176,446,932,21.25,110.9375,900000000.0,0.276,11637.04,Guangdong_off
177,446,933,21.25,111.25,900000000.0,0.315,13300.6,Guangdong_off
178,446,934,21.25,111.5625,900000000.0,0.334,14117.79,Guangdong_off
179,446,935,21.25,111.875,900000000.0,0.344,14534.44,Guangdong_off
180,446,936,21.25,112.1875,900000000.0,0.345,14535.93,Guangdong_off
181,446,937,21.25,112.5,900000000.0,0.345,14616.84,Guangdong_off
182,446,938,21.25,112.8125,900000000.0,0.35,14728.02,Guangdong_off
183,446,939,21.25,113.125,790000000.0,0.348,12943.68,Guangdong_off
184,446,940,21.25,113.4375,380000000.0,0.344,6070.09,Guangdong_off
188,447,923,21.5,108.125,480000000.0,0.267,6005.33,Guangxi_off
189,447,924,21.5,108.4375,790000000.0,0.295,10886.32,Guangxi_off
190,447,925,21.5,108.75,880000000.0,0.28,11619.11,Guangxi_off
191,447,926,21.5,109.0625,600000000.0,0.271,7664.41,Guangxi_off
192,447,927,21.5,109.375,310000000.0,0.267,3885.32,Guangxi
193,447,928,21.5,109.6875,580000000.0,0.24,6501.86,Guangxi
194,447,929,21.5,110.0,90000000.0,0.242,1025.39,Guangdong
195,447,930,21.5,110.3125,23000000.0,0.233,252.02,Guangdong
196,447,931,21.5,110.625,6000000.0,0.238,67.12,Guangdong
197,447,932,21.5,110.9375,180000000.0,0.232,1928.15,Guangdong
199,447,934,21.5,111.5625,580000000.0,0.292,7957.81,Guangdong_off
200,447,935,21.5,111.875,820000000.0,0.302,11683.5,Guangdong_off
201,447,936,21.5,112.1875,890000000.0,0.314,13142.07,Guangdong_off
202,447,937,21.5,112.5,880000000.0,0.313,12903.25,Guangdong_off
203,447,938,21.5,112.8125,850000000.0,0.326,13092.89,Guangdong_off
204,447,939,21.5,113.125,900000000.0,0.336,14155.08,Guangdong_off
205,447,940,21.5,113.4375,900000000.0,0.334,14113.58,Guangdong_off
206,447,941,21.5,113.75,630000000.0,0.335,9948.0,Guangdong_off
207,447,942,21.5,114.0625,200000000.0,0.339,3190.3,Guangdong_off
208,447,943,21.5,114.375,130000000.0,0.347,2036.98,Guangdong_off
209,447,944,21.5,114.6875,0.0,0.356,0.0,Guangdong_off
210,448,920,21.75,107.1875,13000000.0,0.176,107.9,Guangxi
211,448,921,21.75,107.5,25000000.0,0.106,125.15,Guangxi
212,448,922,21.75,107.8125,1000000.0,0.084,3.94,Guangxi
213,448,923,21.75,108.125,5000000.0,0.185,43.54,Guangxi
214,448,924,21.75,108.4375,300000000.0,0.303,4317.33,Guangxi
215,448,925,21.75,108.75,250000000.0,0.304,3536.29,Guangxi
216,448,926,21.75,109.0625,3000000.0,0.296,41.76,Guangxi
217,448,927,21.75,109.375,26000000.0,0.275,336.31,Guangxi
218,448,928,21.75,109.6875,65000000.0,0.253,774.68,Guangxi
219,448,934,21.75,111.5625,14000000.0,0.174,114.6,Guangdong
220,448,935,21.75,111.875,290000000.0,0.246,3365.51,Guangdong
222,448,937,21.75,112.5,440000000.0,0.264,5452.61,Guangdong_off
224,448,939,21.75,113.125,870000000.0,0.305,12457.88,Guangdong_off
225,448,940,21.75,113.4375,890000000.0,0.323,13550.0,Guangdong_off
226,448,941,21.75,113.75,900000000.0,0.32,13509.92,Guangdong_off
227,448,942,21.75,114.0625,890000000.0,0.325,13567.98,Guangdong_off
228,448,943,21.75,114.375,710000000.0,0.334,11202.39,Guangdong_off
229,448,944,21.75,114.6875,22000000.0,0.343,355.15,Guangdong_off
230,448,945,21.75,115.0,3000000.0,0.357,50.42,Guangdong_off
231,448,946,21.75,115.3125,0.0,0.373,0.0,Guangdong_off
232,449,924,22.0,108.4375,21000000.0,0.283,279.16,Guangxi
233,449,925,22.0,108.75,7000000.0,0.317,104.44,Guangxi
234,449,936,22.0,112.1875,0.0,0.224,0.0,Guangdong
235,449,937,22.0,112.5,62000000.0,0.241,703.46,Guangdong
236,449,938,22.0,112.8125,110000000.0,0.216,1119.4,Guangdong
237,449,939,22.0,113.125,560000000.0,0.255,6699.71,Guangdong_off
238,449,940,22.0,113.4375,730000000.0,0.296,10214.3,Guangdong_off
239,449,941,22.0,113.75,840000000.0,0.294,11529.01,Guangdong_off
240,449,942,22.0,114.0625,860000000.0,0.292,11805.35,Guangdong_off
241,449,943,22.0,114.375,870000000.0,0.312,12710.31,Guangdong_off
242,449,944,22.0,114.6875,780000000.0,0.323,11894.11,Guangdong_off
243,449,945,22.0,115.0,300000000.0,0.341,4878.86,Guangdong_off
244,449,946,22.0,115.3125,16000000.0,0.361,271.38,Guangdong_off
245,449,947,22.0,115.625,0.0,0.376,0.0,Guangdong_off
246,449,948,22.0,115.9375,0.0,0.39,0.0,Guangdong_off
247,449,949,22.0,116.25,0.0,0.401,0.0,Guangdong_off
248,450,939,22.25,113.125,47000000.0,0.232,511.73,Guangdong
249,450,940,22.25,113.4375,170000000.0,0.269,2121.39,Guangdong
250,450,941,22.25,113.75,830000000.0,0.248,9633.1,Guangdong_off
251,450,942,22.25,114.0625,610000000.0,0.229,6560.6,Guangdong_off
252,450,943,22.25,114.375,770000000.0,0.269,9729.74,Guangdong_off
253,450,944,22.25,114.6875,890000000.0,0.286,12004.93,Guangdong_off
254,450,945,22.25,115.0,880000000.0,0.313,12866.8,Guangdong_off
255,450,946,22.25,115.3125,560000000.0,0.34,8937.25,Guangdong_off
256,450,947,22.25,115.625,330000000.0,0.359,5540.23,Guangdong_off
257,450,948,22.25,115.9375,640000000.0,0.38,11521.56,Guangdong_off
258,450,949,22.25,116.25,520000000.0,0.394,9551.89,Guangdong_off
259,450,950,22.25,116.5625,53000000.0,0.404,1006.42,Guangdong_off
260,450,951,22.25,116.875,130000000.0,0.412,2579.04,Guangdong_off
261,451,940,22.5,113.4375,100000000.0,0.254,1207.64,Guangdong
262,451,941,22.5,113.75,790000000.0,0.221,8186.91,Guangdong_off
264,451,943,22.5,114.375,500000000.0,0.212,4937.21,Guangdong_off
265,451,944,22.5,114.6875,760000000.0,0.233,8337.98,Guangdong_off
266,451,945,22.5,115.0,850000000.0,0.275,11035.15,Guangdong_off
267,451,946,22.5,115.3125,890000000.0,0.296,12384.0,Guangdong_off
268,451,947,22.5,115.625,890000000.0,0.332,13870.58,Guangdong_off
269,451,948,22.5,115.9375,890000000.0,0.361,15112.44,Guangdong_off
270,451,949,22.5,116.25,890000000.0,0.381,15939.05,Guangdong_off
271,451,950,22.5,116.5625,790000000.0,0.396,14717.19,Guangdong_off
272,451,951,22.5,116.875,880000000.0,0.408,16962.9,Guangdong_off
273,451,952,22.5,117.1875,210000000.0,0.418,4126.88,Guangdong_off
274,452,940,22.75,113.4375,62000000.0,0.245,714.23,Guangdong
275,452,941,22.75,113.75,300000000.0,0.225,3135.1,Guangdong_off
276,452,943,22.75,114.375,12000000.0,0.186,104.79,Guangdong
277,452,944,22.75,114.6875,340000000.0,0.175,2777.16,Guangdong_off
278,452,945,22.75,115.0,340000000.0,0.178,2838.67,Guangdong
278,452,945,22.75,115.0,340000000.0,0.178,2838.67,Guangdong_off
280,452,947,22.75,115.625,650000000.0,0.261,8041.14,Guangdong_off
281,452,948,22.75,115.9375,660000000.0,0.304,9478.38,Guangdong_off
282,452,949,22.75,116.25,860000000.0,0.341,13821.59,Guangdong_off
283,452,950,22.75,116.5625,880000000.0,0.38,15629.06,Guangdong_off
284,452,951,22.75,116.875,890000000.0,0.399,16673.14,Guangdong_off
285,452,952,22.75,117.1875,670000000.0,0.416,13153.4,Guangdong_off
286,452,953,22.75,117.5,160000000.0,0.428,3201.07,Guangdong_off
287,453,946,23.0,115.3125,4000000.0,0.106,19.95,Guangdong
288,453,947,23.0,115.625,8000000.0,0.204,76.81,Guangdong
289,453,948,23.0,115.9375,3000000.0,0.218,30.76,Guangdong
290,453,949,23.0,116.25,170000000.0,0.248,1921.54,Guangdong
291,453,950,23.0,116.5625,610000000.0,0.325,9251.67,Guangdong_off
292,453,951,23.0,116.875,890000000.0,0.385,16073.06,Guangdong_off
293,453,952,23.0,117.1875,770000000.0,0.411,14959.07,Guangdong_off
294,453,953,23.0,117.5,240000000.0,0.427,4862.08,Guangdong_off
295,453,954,23.0,117.8125,560000000.0,0.435,11417.67,Fujian_off
296,453,955,23.0,118.125,4000000.0,0.432,81.18,Fujian_off
297,454,950,23.25,116.5625,200000000.0,0.244,2317.54,Guangdong
298,454,951,23.25,116.875,810000000.0,0.336,12848.87,Guangdong_off
299,454,952,23.25,117.1875,740000000.0,0.393,13681.93,Guangdong_off
300,454,953,23.25,117.5,690000000.0,0.426,13894.04,Fujian_off
301,454,954,23.25,117.8125,760000000.0,0.442,15698.02,Fujian_off
302,454,955,23.25,118.125,490000000.0,0.44,10078.57,Fujian_off
304,455,950,23.5,116.5625,7000000.0,0.161,52.84,Guangdong
305,455,951,23.5,116.875,330000000.0,0.236,3702.82,Guangdong_off
306,455,952,23.5,117.1875,730000000.0,0.312,10669.25,Guangdong_off
307,455,953,23.5,117.5,800000000.0,0.413,15537.94,Fujian_off
308,455,954,23.5,117.8125,790000000.0,0.447,16588.29,Fujian_off
309,455,955,23.5,118.125,780000000.0,0.447,16402.62,Fujian_off
310,455,956,23.5,118.4375,240000000.0,0.447,4944.17,Fujian_off
311,456,951,23.75,116.875,0.0,0.115,0.0,Guangdong
312,456,952,23.75,117.1875,110000000.0,0.18,923.38,Fujian
313,456,953,23.75,117.5,470000000.0,0.31,6787.0,Fujian
313,456,953,23.75,117.5,470000000.0,0.31,6787.0,Fujian_off
314,456,954,23.75,117.8125,740000000.0,0.415,14400.23,Fujian_off
315,456,955,23.75,118.125,870000000.0,0.447,18302.15,Fujian_off
316,456,956,23.75,118.4375,610000000.0,0.458,13083.94,Fujian_off
317,456,957,23.75,118.75,43000000.0,0.455,919.71,Fujian_off
318,456,958,23.75,119.0625,0.0,0.446,0.0,Fujian_off
319,457,953,24.0,117.5,68000000.0,0.126,403.26,Fujian
321,457,955,24.0,118.125,840000000.0,0.43,16965.26,Fujian_off
322,457,956,24.0,118.4375,350000000.0,0.462,7652.38,Fujian_off
323,457,957,24.0,118.75,150000000.0,0.469,3355.01,Fujian_off
324,457,958,24.0,119.0625,0.0,0.467,0.0,Fujian_off
326,458,954,24.25,117.8125,36000000.0,0.208,352.4,Fujian
327,458,955,24.25,118.125,650000000.0,0.389,11830.78,Fujian_off
328,458,956,24.25,118.4375,600000000.0,0.468,13216.25,Fujian_off
329,458,957,24.25,118.75,780000000.0,0.483,17768.84,Fujian_off
330,458,958,24.25,119.0625,200000000.0,0.485,4468.16,Fujian_off
331,458,959,24.25,119.375,64000000.0,0.483,1454.53,Fujian_off
333,459,954,24.5,117.8125,91000000.0,0.113,482.37,Fujian
334,459,955,24.5,118.125,450000000.0,0.29,6151.38,Fujian
335,459,956,24.5,118.4375,640000000.0,0.451,13652.88,Fujian_off
336,459,957,24.5,118.75,820000000.0,0.491,18848.11,Fujian_off
337,459,958,24.5,119.0625,560000000.0,0.5,13111.16,Fujian_off
338,459,959,24.5,119.375,96000000.0,0.501,2262.62,Fujian_off
339,459,960,24.5,119.6875,180000000.0,0.502,4226.35,Fujian_off
340,460,955,24.75,118.125,26000000.0,0.151,184.4,Fujian
341,460,956,24.75,118.4375,27000000.0,0.324,411.61,Fujian
342,460,957,24.75,118.75,590000000.0,0.454,12491.85,Fujian
343,460,958,24.75,119.0625,780000000.0,0.509,18588.12,Fujian_off
344,460,959,24.75,119.375,490000000.0,0.517,11997.02,Fujian_off
345,460,960,24.75,119.6875,570000000.0,0.521,14064.66,Fujian_off
348,461,957,25.0,118.75,100000000.0,0.353,1708.66,Fujian
349,461,958,25.0,119.0625,780000000.0,0.49,17881.67,Fujian_off
350,461,959,25.0,119.375,820000000.0,0.531,20411.44,Fujian_off
351,461,960,25.0,119.6875,760000000.0,0.537,19280.76,Fujian_off
352,461,961,25.0,120.0,870000000.0,0.534,21725.29,Fujian_off
354,462,957,25.25,118.75,4000000.0,0.19,35.74,Fujian
355,462,958,25.25,119.0625,340000000.0,0.409,6537.19,Fujian
355,462,958,25.25,119.0625,340000000.0,0.409,6537.19,Fujian_off
356,462,959,25.25,119.375,650000000.0,0.523,15876.77,Fujian_off
357,462,960,25.25,119.6875,800000000.0,0.546,20425.58,Fujian_off
358,462,961,25.25,120.0,850000000.0,0.539,21536.94,Fujian_off
360,463,958,25.5,119.0625,80000000.0,0.243,914.12,Fujian
361,463,959,25.5,119.375,440000000.0,0.453,9462.34,Fujian_off
363,463,961,25.5,120.0,850000000.0,0.536,21433.29,Fujian_off
364,463,962,25.5,120.3125,120000000.0,0.526,3068.86,Fujian_off
365,464,959,25.75,119.375,51000000.0,0.242,581.56,Fujian
366,464,960,25.75,119.6875,690000000.0,0.468,15110.17,Fujian_off
367,464,961,25.75,120.0,840000000.0,0.529,20894.08,Fujian_off
368,464,962,25.75,120.3125,590000000.0,0.511,14168.25,Fujian_off
369,464,963,25.75,120.625,0.0,0.5,0.0,Fujian_off
370,465,959,26.0,119.375,5000000.0,0.124,29.1,Fujian
370,465,959,26.0,119.375,5000000.0,0.124,29.1,Fujian_off
371,465,960,26.0,119.6875,520000000.0,0.337,8308.75,Fujian
372,465,961,26.0,120.0,740000000.0,0.499,17329.03,Fujian_off
373,465,962,26.0,120.3125,240000000.0,0.496,5577.09,Fujian_off
374,465,963,26.0,120.625,0.0,0.487,0.0,Fujian_off
375,466,960,26.25,119.6875,440000000.0,0.171,3554.38,Fujian_off
376,466,961,26.25,120.0,780000000.0,0.411,15126.27,Fujian_off
377,466,962,26.25,120.3125,730000000.0,0.478,16397.52,Fujian_off
378,466,963,26.25,120.625,720000000.0,0.477,16049.46,Fujian_off
379,466,964,26.25,120.9375,83000000.0,0.465,1814.63,Fujian_off
380,467,960,26.5,119.6875,320000000.0,0.048,721.9,Fujian
381,467,961,26.5,120.0,730000000.0,0.223,7645.76,Fujian_off
382,467,962,26.5,120.3125,860000000.0,0.436,17611.28,Fujian_off
383,467,963,26.5,120.625,680000000.0,0.466,14800.73,Fujian_off
384,467,964,26.5,120.9375,34000000.0,0.456,728.74,Fujian_off
385,468,959,26.75,119.375,1000000.0,0.026,1.22,Fujian
386,468,960,26.75,119.6875,340000000.0,0.022,356.75,Fujian
386,468,960,26.75,119.6875,340000000.0,0.022,356.75,Fujian_off
387,468,961,26.75,120.0,380000000.0,0.099,1776.94,Fujian_off
388,468,962,26.75,120.3125,860000000.0,0.332,13383.19,Fujian_off
389,468,963,26.75,120.625,800000000.0,0.448,16926.14,Fujian_off
390,468,964,26.75,120.9375,370000000.0,0.446,7698.4,Zhejiang_off
391,468,965,26.75,121.25,39000000.0,0.449,823.8,Zhejiang_off
392,469,961,27.0,120.0,33000000.0,0.071,110.94,Fujian
393,469,962,27.0,120.3125,500000000.0,0.165,3897.93,Fujian_off
394,469,963,27.0,120.625,860000000.0,0.386,15515.34,Fujian_off
395,469,964,27.0,120.9375,710000000.0,0.43,14390.66,Zhejiang_off
396,469,965,27.0,121.25,510000000.0,0.441,10530.18,Zhejiang_off
398,470,962,27.25,120.3125,140000000.0,0.105,670.37,Fujian
398,470,962,27.25,120.3125,140000000.0,0.105,670.37,Fujian_off
399,470,963,27.25,120.625,710000000.0,0.296,9893.96,Zhejiang_off
400,470,964,27.25,120.9375,860000000.0,0.396,15926.52,Zhejiang_off
401,470,965,27.25,121.25,320000000.0,0.427,6502.32,Zhejiang_off
402,470,966,27.25,121.5625,20000000.0,0.44,414.12,Zhejiang_off
403,471,963,27.5,120.625,340000000.0,0.198,3181.9,Zhejiang
403,471,963,27.5,120.625,340000000.0,0.198,3181.9,Zhejiang_off
404,471,964,27.5,120.9375,830000000.0,0.349,13614.26,Zhejiang_off
405,471,965,27.5,121.25,810000000.0,0.407,15394.56,Zhejiang_off
406,471,966,27.5,121.5625,320000000.0,0.428,6456.45,Zhejiang_off
407,471,967,27.5,121.875,0.0,0.436,0.0,Zhejiang_off
408,472,963,27.75,120.625,140000000.0,0.119,787.64,Zhejiang
