hour,month,Beijing,EastInnerMongolia,Gansu,Hebei,Heilongjiang,Henan,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanxi,Tianjin,WestInnerMongolia,Xinjiang
26,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
27,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
28,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
29,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
30,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
31,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
32,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
33,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
34,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
35,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
36,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
37,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
38,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
39,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
40,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
41,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
42,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
43,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
44,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
45,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
46,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
47,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
48,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
49,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
50,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
51,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
52,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
53,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
54,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
55,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
56,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
57,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
58,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
59,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
60,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
61,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
62,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
63,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
64,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
65,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
66,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
67,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
68,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
69,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
70,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
71,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
72,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
73,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
74,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
75,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
76,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
77,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
78,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
79,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
80,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
81,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
82,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
83,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
84,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
85,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
86,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
87,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
88,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
89,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
90,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
91,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
92,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
93,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
94,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
95,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
96,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
97,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
98,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
99,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
100,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
101,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
102,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
103,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
104,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
105,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
106,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
107,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
108,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
109,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
110,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
111,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
112,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
113,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
114,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
115,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
116,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
117,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
118,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
119,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
120,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
121,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
122,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
123,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
124,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
125,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
126,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
127,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
128,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
129,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
130,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
131,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
132,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
133,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
134,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
135,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
136,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
137,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
138,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
139,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
140,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
141,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
142,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
143,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
144,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
145,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
146,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
147,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
148,1,2.8,1.453333333,2.553333333,2.46,1.826666667,3.033333333,2.02,2.306666667,2.513333333,2.513333333,2.813333333,2.96,2.666666667,2.773333333,2.266666667,2.326666667
